,RMSE,std_RMSE,S_score,std_S_score,MSE,std_MSE,alpha,epochs,nodes,dropout,activation,batch_size,sequence_length,sensor_length
0,18.341048807905594,10.568776988943672,3633.3677646266806,4813.399040487973,374.65321858723956,423.25696959059866,0.2,15,[128],0.3,sigmoid,64,30,21
1,18.453569041452457,9.797743466221004,1572.3704031384486,1844.278807829015,440.9090092976888,495.1378561808336,0.4,15,[128],0.4,sigmoid,256,35,21
2,13.13772403799162,3.2580294185127436,535.7395937065671,375.19807847631716,168.77699661254883,151.94635554636469,0.05,15,"[128, 256]",0.2,tanh,64,30,21
3,20.672634336814223,9.19681107249568,4289.168448455332,5459.318526510185,397.69541422526044,383.1344607801286,0.2,15,"[128, 256]",0.1,sigmoid,256,15,21
4,19.15521790183927,9.96688597746729,3645.2703921680063,4703.624083707555,370.7793884277344,426.60168432621043,0.3,15,"[32, 64]",0.2,sigmoid,32,30,21
5,20.83971032694564,9.11760605733746,4205.144435659062,5182.677071092988,405.9237543741862,385.4128334415503,0.4,15,[256],0.2,sigmoid,256,20,21
6,10.784772089209918,0.9360633222483605,222.222148481338,34.96722841958818,88.64514923095703,46.754212024480985,0.2,15,"[128, 256]",0.1,sigmoid,32,25,21
7,15.194215338904897,0.6284671818778506,588.8705606531856,86.229574314933,165.96480814615884,30.841031099303894,0.6,15,[256],0.1,tanh,64,15,21
8,28.323793580900688,10.740170324390636,4492.8888090598275,4157.17844073691,1029.082684834798,789.5261486448858,0.4,15,[32],0.1,sigmoid,128,20,21
9,18.54386586721934,10.471748880430447,3733.1353588910874,4911.267752547255,378.9233881632487,419.16219803394716,0.1,15,"[64, 128]",0.1,sigmoid,64,30,21
