,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer
0,1.0,1.0,1.0,0.4247804582118988,0.23667147755622864,0.3626006245613098,0.5114908993244172,0.06478527607361963,0.724375,-0.009539461135864347,0.02040816326530612,0.4694549163899214,0.2,120,35,lime
0,1.0,1.0,1.0,0.4162119925022125,0.22256067395210266,0.3552561402320862,0.683652925491333,0.5705930470347649,1.0,0.3504637499339879,0.02040816326530612,0.2487655133008957,0.2,120,35,shap
0,1.0,1.0,1.0,0.3490537708929565,0.08131293546213984,0.33035462807651106,0.4824918508529663,0.04106339468302659,1.0,0.2469365477561951,0.02040816326530612,0.6999996900558472,0.2,120,35,l2x
0,1.0,1.0,1.0,0.41569027304649353,0.03502479940652847,0.34161391854286194,0.6406526863574982,0.07132924335378324,0.51,-0.18826419115066528,0.02040816326530612,0.43162403179158665,0.2,125,35,lime
0,1.0,1.0,1.0,0.4158094525337219,0.02282007224857807,0.34159421920776367,0.7405171528458595,0.12040899795501021,1.0,0.20570905208587642,0.02040816326530612,0.5443108677864075,0.2,125,35,shap
0,1.0,1.0,1.0,0.43939653378206395,0.023711469222023468,0.37577992770413277,0.6326825320720673,0.0332924335378323,1.0,0.1563241302967071,0.02040816326530612,0.44999977946281433,0.2,125,35,l2x
0,1.0,1.0,1.0,0.38832634687423706,0.07458735257387161,0.3264823257923126,0.5710263431072236,0.03901840490797546,0.49570833333333325,-0.07050806283950806,0.02040816326530612,0.33832414896873136,0.2,130,35,lime
0,1.0,1.0,1.0,0.3869233727455139,0.0717291459441185,0.3251512050628662,0.7742821425199509,0.4206952965235174,1.0,0.1989259839057922,0.02040816326530612,0.31343886256217957,0.2,130,35,shap
0,1.0,1.0,1.0,0.4426546870672906,0.026167804332022072,0.3701543038476471,0.5656032562255859,0.030593047034764814,1.0,0.11292408704757695,0.02040816326530612,0.4333339035511017,0.2,130,35,l2x
0,1.0,1.0,1.0,0.4009033739566803,0.17191912233829498,0.32014700770378113,0.5182308197021485,0.21758691206543967,0.29562499999999975,0.03286302089691162,0.02040816326530612,0.36479465755189555,0.3,120,35,lime
0,1.0,1.0,1.0,0.3261548578739166,0.38283029198646545,0.2807120680809021,0.6086920499801636,0.4416768916155419,1.0,0.380174507945776,0.02040816326530612,0.34251993894577026,0.3,120,35,shap
0,1.0,1.0,1.0,0.4030787838455677,0.023375977414710727,0.357116459845089,0.4953260064125061,0.04867075664621676,1.0,0.31316155195236206,0.02040816326530612,0.5846152901649475,0.3,120,35,l2x
0,1.0,1.0,1.0,0.4179697632789612,0.12118518352508545,0.33809712529182434,0.5076629161834717,0.07165644171779138,0.748875,-0.034553921222686856,0.02040816326530612,0.5792579525921048,0.3,125,35,lime
0,1.0,1.0,1.0,0.4068578779697418,0.4243563711643219,0.3286684453487396,0.6300441861152649,0.36711656441717794,1.0,0.23353160619735713,0.02040816326530612,0.2449319213628769,0.3,125,35,shap
0,1.0,1.0,1.0,0.4036628178453091,8.390542325112676,0.33661476658216316,0.4733012855052948,0.05047034764826177,1.0,0.20301831960678096,0.02040816326530612,0.4250001311302185,0.3,125,35,l2x
0,1.0,1.0,1.0,0.4133981168270111,0.19028297066688538,0.3430026173591614,0.4991503357887268,0.02159509202453987,0.5406249999999999,-0.03251519203186026,0.02040816326530612,0.4505003999131847,0.3,130,35,lime
0,1.0,1.0,1.0,0.39932674169540405,0.2559463679790497,0.33241355419158936,0.5868014454841614,0.6309202453987731,1.0,0.12167913913726802,0.02040816326530612,0.3326238989830017,0.3,130,35,shap
0,1.0,1.0,1.0,0.38903290249336664,0.0546987766813772,0.35112042878946575,0.46718024611473086,0.05734151329243353,1.0,0.12321667671203618,0.02040816326530612,0.45000025629997253,0.3,130,35,l2x
0,1.0,1.0,1.0,0.38838323950767517,0.025866687297821045,0.35031580924987793,0.4986421585083008,0.062249488752556224,0.6325,-0.011353564262390092,0.02040816326530612,0.4674893611462078,0.5,120,35,lime
0,1.0,1.0,1.0,0.38534191250801086,0.07723845541477203,0.3476252853870392,0.8096924841403961,0.5088752556237219,1.0,0.30987317562103267,0.02040816326530612,0.35872018337249756,0.5,120,35,shap
0,1.0,1.0,1.0,0.4137038251577235,0.038686888549935926,0.3609497802943384,0.5994493842124939,0.031574642126789364,1.0,0.2436635017395019,0.02040816326530612,0.31428560614585876,0.5,120,35,l2x
