,RMSE_val,RMSE_test,R2_test,Score_test,alpha,rul_piecewise,sequence_length
0,14.40421146690781,13.079695177465835,0.8562228114825117,12439.745267603163,0.2,120,30
1,14.353745113359679,13.28281352406486,0.8562228114825117,12439.745267603163,0.2,120,30
2,13.876304771315933,19.949945031894984,0.8562228114825117,12439.745267603163,0.2,120,30
3,14.211404030446872,14.852678975289281,0.8902707223631691,1014.6595682140882,0.2,125,30
4,14.599685540144135,13.200078380316146,0.8902707223631691,1014.6595682140882,0.2,125,30
5,13.400060830049371,13.195562876226656,0.8902707223631691,1014.6595682140882,0.2,125,30
6,15.4187367192193,13.885397397650875,0.8937206813269886,986.4592684182666,0.2,130,30
7,14.495979014636212,13.323278257366953,0.8937206813269886,986.4592684182666,0.2,130,30
8,13.42520785890064,13.444862535959777,0.8937206813269886,986.4592684182666,0.2,130,30
9,14.007857706110826,15.377103944020515,0.8781545230157843,1340.8773311503703,0.3,120,30
10,14.645057422529272,13.097064825079341,0.8781545230157843,1340.8773311503703,0.3,120,30
11,13.821629609722558,14.960059159187454,0.8781545230157843,1340.8773311503703,0.3,120,30
12,14.728783817882121,17.545356588710707,0.8640810644159277,2232.0373997338093,0.3,125,30
13,15.865427089536494,14.821619171579764,0.8640810644159277,2232.0373997338093,0.3,125,30
14,13.324203289898682,13.313354574385315,0.8640810644159277,2232.0373997338093,0.3,125,30
15,15.735097465104184,19.655638517449205,0.8265835192374421,13397.965404479757,0.3,130,30
16,14.380004011851296,13.450123524259245,0.8265835192374421,13397.965404479757,0.3,130,30
17,13.55455410146894,18.219419467043867,0.8265835192374421,13397.965404479757,0.3,130,30
18,15.33362352400686,16.162110956125883,0.8773649024085475,1740.0098439481824,0.5,120,30
19,15.19066797190358,13.747092459349304,0.8773649024085475,1740.0098439481824,0.5,120,30
20,13.921217366622432,13.62680274569436,0.8773649024085475,1740.0098439481824,0.5,120,30
21,14.719807386382048,16.200725846687153,0.8755606770569925,1280.8261845649447,0.5,125,30
22,15.397333067794108,14.092921400567313,0.8755606770569925,1280.8261845649447,0.5,125,30
23,13.899311383431689,13.57083019717078,0.8755606770569925,1280.8261845649447,0.5,125,30
24,15.576132567544446,13.203574911891646,0.8795344578401559,1688.02535166033,0.5,130,30
25,14.59001840591577,13.270963737821056,0.8795344578401559,1688.02535166033,0.5,130,30
26,14.047874881856297,16.558493627174173,0.8795344578401559,1688.02535166033,0.5,130,30
27,13.386336326424068,14.8419948044148,0.8864417688417302,1337.4750316943966,0.2,120,35
28,14.508886836735991,13.960618386277424,0.8864417688417302,1337.4750316943966,0.2,120,35
29,13.158363589315838,13.177146619416616,0.8864417688417302,1337.4750316943966,0.2,120,35
