,RMSE_val,RMSE_test,R2_test,Score_test,alpha,rul_piecewise,sequence_length
0,11.66752606814235,16.08017475682255,0.8564991084946104,466.84583745728213,0.5,120,39
1,14.962299525958308,12.79018342511622,0.8564991084946104,466.84583745728213,0.5,120,39
2,12.206450611190688,15.627735486917373,0.8564991084946104,466.84583745728213,0.5,120,39
3,11.269876172689472,25.893001309126348,0.7292258196887761,19117.290824405212,0.5,125,39
4,14.147820057448062,16.052997875806014,0.7292258196887761,19117.290824405212,0.5,125,39
5,13.313803165749752,18.14580233514227,0.7292258196887761,19117.290824405212,0.5,125,39
6,10.32850062254262,12.518457661556093,0.7316723274370265,24447.57238097982,0.5,130,39
7,13.356365592145742,23.035841000085927,0.7316723274370265,24447.57238097982,0.5,130,39
8,12.220693604409348,23.63670022038301,0.7316723274370265,24447.57238097982,0.5,130,39
9,11.02809370235889,28.360709184380163,0.6216115605292711,33553.573646044126,0.2,120,40
10,13.002980404109222,23.061055221914888,0.6216115605292711,33553.573646044126,0.2,120,40
11,16.58574154235395,20.518565252650742,0.6216115605292711,33553.573646044126,0.2,120,40
12,10.541350187795597,14.346598517974417,0.8636370202723332,411.192570405219,0.2,125,40
13,12.448472899880631,13.604695027108903,0.8636370202723332,411.192570405219,0.2,125,40
14,10.865384114721818,15.566868763197254,0.8636370202723332,411.192570405219,0.2,125,40
15,11.425701121513903,13.034664747907538,0.7595873295253365,18500.822381188136,0.2,130,40
16,14.013324391380044,12.71005466545283,0.7595873295253365,18500.822381188136,0.2,130,40
17,11.44214573297375,28.017426313624284,0.7595873295253365,18500.822381188136,0.2,130,40
18,11.743327092488393,16.342626548333126,0.8775687620645601,387.80174171385653,0.3,120,40
19,12.597919086405389,12.078486286934407,0.8775687620645601,387.80174171385653,0.3,120,40
20,10.93195869674166,12.472881250777077,0.8775687620645601,387.80174171385653,0.3,120,40
21,12.77552962129133,28.695943969888216,0.6404899074788166,23266.18577026717,0.3,125,40
22,13.733586172597319,24.50139327328478,0.6404899074788166,23266.18577026717,0.3,125,40
23,11.635488065377027,15.675177943746712,0.6404899074788166,23266.18577026717,0.3,125,40
24,10.814077626055019,15.509598974500687,0.8383350546097196,502.0442873406473,0.3,130,40
25,13.497190960283527,16.328638155026486,0.8383350546097196,502.0442873406473,0.3,130,40
26,11.581313874284191,15.606561438036898,0.8383350546097196,502.0442873406473,0.3,130,40
