,RMSE_val,RMSE_test,R2_test,Score_test,alpha,rul_piecewise,sequence_length
0,11.18052003800863,13.6576294982679,0.8460763641547215,4166.75598516208,0.3,125,38
1,15.66554212930654,19.68920459527941,0.8460763641547215,4166.75598516208,0.3,125,38
2,12.492378047327248,12.936277352877601,0.8460763641547215,4166.75598516208,0.3,125,38
3,11.213251067898138,14.215284287612825,0.8721052280068734,377.3291369059288,0.3,130,38
4,14.847323788536459,14.617230165633273,0.8721052280068734,377.3291369059288,0.3,130,38
5,12.937190987402607,14.156569082876864,0.8721052280068734,377.3291369059288,0.3,130,38
6,13.653642977342507,14.802057578044115,0.8711133233737569,348.5346676765045,0.5,120,38
7,14.524358875090558,14.039257199175314,0.8711133233737569,348.5346676765045,0.5,120,38
8,12.320716246555028,13.50259390457173,0.8711133233737569,348.5346676765045,0.5,120,38
9,11.347707347131085,16.777408154321943,0.8391758467685015,584.0656190736423,0.5,125,38
10,14.229643084405536,16.665515463620817,0.8391758467685015,584.0656190736423,0.5,125,38
11,11.849137261126137,13.697136865376573,0.8391758467685015,584.0656190736423,0.5,125,38
12,10.773099698973525,23.534767599732998,0.606388632028941,51452.94291505691,0.5,130,38
13,13.916908003185931,25.313004825467623,0.606388632028941,51452.94291505691,0.5,130,38
14,11.486768989424583,25.16370567141245,0.606388632028941,51452.94291505691,0.5,130,38
