,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer
0,1.0,1.0,1.0,0.24738916754722595,7.826813697814941,0.2645663619041443,0.6969126671552658,0.23420393559928443,0.49905454545454536,0.04289662837982178,0.017857142857142856,0.7042413444052602,0.2,120,40,lime
0,1.0,1.0,1.0,0.24747689068317413,7.885769844055176,0.2646772861480713,0.8061615839600563,0.7183542039355993,1.0,0.39590721726417544,0.017857142857142856,0.4324147403240204,0.2,120,40,shap
0,1.0,1.0,1.0,0.35573477312512397,1.4254876057773285,0.33013908076028986,0.6732668399810791,0.018676207513416816,1.0,0.42843027710914616,0.017857142857142856,0.33333301544189453,0.2,120,40,l2x
0,1.0,1.0,1.0,0.2880534827709198,5.568983554840088,0.27811068296432495,0.6076006233692169,0.18067978533094814,0.5825454545454545,0.17918632030487058,0.017857142857142856,0.6785536523875875,0.2,125,40,lime
0,1.0,1.0,1.0,0.29017940163612366,4.498037815093994,0.28430309891700745,0.8617719769477844,0.4355635062611807,1.0,0.33268851041793823,0.017857142857142856,0.43322235345840454,0.2,125,40,shap
0,1.0,1.0,1.0,0.30229459216294496,404.89095224104796,0.2642362605437945,0.5627554714679718,0.02905187835420394,1.0,0.2752373933792114,0.017857142857142856,0.6666672825813293,0.2,125,40,l2x
0,1.0,1.0,1.0,0.238594651222229,11.4757661819458,0.26154759526252747,0.6886148154735565,0.09073345259391771,0.5499636363636362,0.11102286577224729,0.017857142857142856,0.3826824633868993,0.2,130,40,lime
0,1.0,1.0,1.0,0.23939737677574158,12.754570007324219,0.2624828517436981,0.8864829152822494,0.8123792486583185,1.0,0.3115326046943665,0.017857142857142856,0.28627121448516846,0.2,130,40,shap
0,1.0,1.0,1.0,0.3354668843167792,2.6719386612344502,0.3174651808827348,0.7015559285879135,0.022397137745974967,1.0,0.3012452363967896,0.017857142857142856,0.5200003981590271,0.2,130,40,l2x
0,1.0,1.0,1.0,0.2660798132419586,14.298222541809082,0.2760148346424103,0.7143697023391724,0.14568872987477638,0.5479272727272726,0.03722201585769658,0.017857142857142856,0.6575011421215345,0.3,120,40,lime
0,1.0,1.0,1.0,0.2662850022315979,15.03570556640625,0.2766082286834717,0.6922573298215866,0.4702683363148479,1.0,0.32962567210197447,0.017857142857142856,0.43524765968322754,0.3,120,40,shap
0,1.0,1.0,1.0,0.3264433292837573,6.158188992582818,0.3042888799701515,0.7339047998189926,0.03191413237924866,1.0,0.31101594567298885,0.017857142857142856,0.3200002908706665,0.3,120,40,l2x
0,1.0,1.0,1.0,0.2691195011138916,17.871374130249023,0.29511508345603943,0.6176851570606232,0.11234347048300537,0.5112727272727271,-0.3481953740119934,0.017857142857142856,0.5880869391904386,0.3,125,40,lime
0,1.0,1.0,1.0,0.2701553404331207,22.760581970214844,0.2968882918357849,0.8284561708569527,0.5367441860465115,1.0,-0.008498084545135454,0.017857142857142856,0.32939428091049194,0.3,125,40,shap
0,1.0,1.0,1.0,0.32898107290474626,5.273922743730405,0.304653739028896,0.669259911775589,0.013094812164579615,1.0,-0.0949114084243774,0.017857142857142856,0.5399999022483826,0.3,125,40,l2x
0,1.0,1.0,1.0,0.26854199171066284,11.1439790725708,0.2676955759525299,0.6685396522283554,0.2508050089445439,0.4929454545454545,0.03836997747421267,0.017857142857142856,0.4584574244444865,0.3,130,40,lime
0,1.0,1.0,1.0,0.2688853442668915,11.748562812805176,0.2685178816318512,0.9358489297330379,0.9469767441860466,1.0,0.3093473672866821,0.017857142857142856,0.5501453876495361,0.3,130,40,shap
0,1.0,1.0,1.0,0.34133004782590365,1.8169085302344705,0.31773429459335717,0.6071516275405884,0.03914132379248658,1.0,0.2903454065322876,0.017857142857142856,0.5500003099441528,0.3,130,40,l2x
0,1.0,1.0,1.0,0.23542575538158417,2.0710277557373047,0.2743764817714691,0.7100408434867859,0.20737030411449017,0.5947636363636363,0.07504646778106694,0.017857142857142856,0.6084857114838101,0.5,120,40,lime
0,1.0,1.0,1.0,0.23656153678894043,1.9199203252792358,0.27624303102493286,0.8657434254884719,0.8641144901610017,1.0,0.3406146049499512,0.017857142857142856,0.4303254187107086,0.5,120,40,shap
0,1.0,1.0,1.0,0.3108788792254463,3.7695687685287473,0.302219137976951,0.649290281534195,0.025688729874776394,1.0,0.2715171813964844,0.017857142857142856,0.6222223043441772,0.5,120,40,l2x
0,1.0,1.0,1.0,0.2705029845237732,11.47160530090332,0.25807052850723267,0.6905929446220398,0.15248658318425762,0.602909090909091,-0.05109210014343257,0.017857142857142856,0.4925707760101538,0.5,125,40,lime
0,1.0,1.0,1.0,0.27145546674728394,10.001385688781738,0.2602170705795288,0.882057149708271,0.8593917710196781,1.0,0.28753668665885923,0.017857142857142856,0.26701515913009644,0.5,125,40,shap
0,1.0,1.0,1.0,0.33351075051892154,3.0770979321832272,0.3093006965985807,0.6763989388942718,0.031771019677996414,1.0,0.24845116138458256,0.017857142857142856,0.35555601119995117,0.5,125,40,l2x
0,1.0,1.0,1.0,0.26279377937316895,1.428492784500122,0.28997138142585754,0.6420459985733032,0.014883720930232556,0.590690909090909,-0.1030454397201539,0.017857142857142856,0.5559903209160674,0.5,130,40,lime
0,1.0,1.0,1.0,0.26474714279174805,1.2359917163848877,0.2931411564350128,0.8685905709862709,0.9878354203935599,1.0,0.33583346009254456,0.017857142857142856,0.32300877571105957,0.5,130,40,shap
0,1.0,1.0,1.0,0.3252981036431891,0.7246451412585699,0.311312562252988,0.6842680424451828,0.02669051878354204,1.0,0.25621488094329836,0.017857142857142856,0.5333335399627686,0.5,130,40,l2x
