,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer
0,1.0,1.0,1.0,0.28226345777511597,1.4356588125228882,0.2582882344722748,0.718772542476654,0.09285600636435962,0.7623414634146343,0.08290175199508665,0.023809523809523808,0.4570486759381787,0.2,120,30,lime
0,1.0,1.0,1.0,0.2839049696922302,0.39567071199417114,0.2609964609146118,0.8916682094335556,0.7049164677804296,1.0,0.2532438993453979,0.023809523809523808,0.4639926552772522,0.2,120,30,shap
0,1.0,1.0,1.0,0.4123596150304299,0.10940112162320112,0.31972338813157397,0.7349666386842728,0.048782816229116954,1.0,0.19841144084930418,0.023809523809523808,0.5272727608680725,0.2,120,30,l2x
0,1.0,1.0,1.0,0.28926724195480347,0.42088133096694946,0.2707870304584503,0.7108454674482345,0.0063961813842482226,0.8729756097560977,-0.0716863512992858,0.023809523809523808,0.5228430445835186,0.2,125,30,lime
0,1.0,1.0,1.0,0.2871318459510803,0.03129067271947861,0.26732081174850464,0.7965141996741295,0.6505011933174224,1.0,0.2896714627742767,0.023809523809523808,0.6025329828262329,0.2,125,30,shap
0,1.0,1.0,1.0,0.374782985775613,0.23138048334819636,0.29645730623391736,0.6418187975883484,0.03799522673031027,1.0,0.19399451017379765,0.023809523809523808,0.6181818246841431,0.2,125,30,l2x
0,1.0,1.0,1.0,0.2641870081424713,1.2262334823608398,0.2557966709136963,0.6947144448757172,0.09183770883054894,0.7090731707317073,0.07018927335739134,0.023809523809523808,0.45295332914929093,0.2,130,30,lime
0,1.0,1.0,1.0,0.26426705718040466,0.22658157348632812,0.25671136379241943,0.5958684280514717,0.5973747016706443,1.0,0.43826775848865507,0.0,0.3932386040687561,0.2,130,30,shap
0,1.0,1.0,1.0,0.38067141667241267,0.12250543018789606,0.2979867852456456,0.7259663701057434,0.03875894988066826,1.0,0.3088705122470856,0.023809523809523808,0.3999999165534973,0.2,130,30,l2x
0,1.0,1.0,1.0,0.2575942873954773,1.6029142141342163,0.26156726479530334,0.6825709342956543,0.007350835322195713,0.6209756097560974,0.06225936412811284,0.023809523809523808,0.7446386400354608,0.3,120,30,lime
0,1.0,1.0,1.0,0.2579353451728821,0.25380370020866394,0.26180359721183777,0.8358278542757034,0.42997613365155135,1.0,0.2254773855209351,0.023809523809523808,0.5481192469596863,0.3,120,30,shap
0,1.0,1.0,1.0,0.3562006462838633,0.1493454334211163,0.2838186548647282,0.6699492335319519,0.02854415274463008,1.0,0.20630382299423222,0.023809523809523808,0.4909091591835022,0.3,120,30,l2x
0,1.0,1.0,1.0,0.47757822275161743,0.3665851652622223,0.25210869312286377,0.5972449779510498,0.049928400954653965,0.7787317073170732,0.022414040565490678,0.023809523809523808,0.45038882182297796,0.3,125,30,lime
0,1.0,1.0,1.0,0.037042681127786636,0.6095696091651917,0.05754942074418068,0.5751833721995354,0.5167541766109784,1.0,0.4781105205416679,0.02142857142857143,0.4050029218196869,0.3,125,30,shap
0,1.0,1.0,1.0,0.26100480536457316,2.5531001677634713,0.30255459655292327,0.5564810872077942,0.037040572792362766,1.0,0.1608770489692688,0.023809523809523808,0.6909089684486389,0.3,125,30,l2x
0,1.0,1.0,1.0,0.2849040925502777,19.075729370117188,0.2796657383441925,0.7851348251104355,0.10119331742243438,0.6721951219512196,-0.10213317871093741,0.023809523809523808,0.4375559896351847,0.3,130,30,lime
0,1.0,1.0,1.0,0.0010561313247308135,0.8146219253540039,0.002112262649461627,0.8262696102261543,0.46300715990453456,1.0,0.7922150112688542,0.011904761904761904,0.4461677372455597,0.3,130,30,shap
0,1.0,1.0,1.0,0.267163334248286,0.598569414461441,0.2127244984001353,0.7385995984077454,0.03446300715990454,1.0,0.2475835084915161,0.023809523809523808,0.4400005042552948,0.3,130,30,l2x
0,1.0,1.0,1.0,0.28008097410202026,111.53375244140625,0.26587289571762085,0.6979814171791077,0.0343675417661098,0.6742439024390243,-0.2705651998519898,0.023809523809523808,0.4495827649500722,0.5,120,30,lime
0,1.0,1.0,1.0,0.28081732988357544,21.15129280090332,0.2676500082015991,0.7967454716563225,0.7333651551312649,1.0,0.2863787531852722,0.023809523809523808,0.5484260320663452,0.5,120,30,shap
0,1.0,1.0,1.0,0.38801843536370684,0.12515564480034153,0.3070771998315225,0.6995061546564102,0.03398568019093079,1.0,0.22806301712989807,0.023809523809523808,0.5777778625488281,0.5,120,30,l2x
0,1.0,1.0,1.0,0.24432912468910217,2.243608236312866,0.1982136070728302,0.5724941968917847,0.10291169451073987,0.6045853658536584,0.03443700075149536,0.023809523809523808,0.40862804732937397,0.5,125,30,lime
0,1.0,1.0,1.0,0.021842684596776962,0.6009916663169861,0.03908683732151985,0.6297736942768097,0.35155131264916467,1.0,0.6907287172973156,0.011904761904761904,0.4697258472442627,0.5,125,30,shap
0,1.0,1.0,1.0,0.10529865002701089,0.3090949880756738,0.0658172566564454,0.5748362302780151,0.028257756563245834,1.0,0.24396742582321163,0.023809523809523808,0.5333340167999268,0.5,125,30,l2x
0,1.0,1.0,1.0,0.48223334550857544,0.3434075713157654,0.2441398948431015,0.46599538922309874,0.09995226730310262,0.4365853658536585,-0.002292823791503862,0.023809523809523808,0.4920514212709844,0.5,130,30,lime
0,1.0,1.0,1.0,0.0019402296748012304,0.6041038036346436,0.0025154550094157457,0.6302606061100959,0.43995226730310266,1.0,0.6404824566096068,0.023809523809523808,0.5723370909690857,0.5,130,30,shap
0,1.0,1.0,1.0,0.2575040838557815,4.836589017540082,0.28483625351666336,0.525682133436203,0.03274463007159906,1.0,0.19134193658828735,0.023809523809523808,0.3400000333786011,0.5,130,30,l2x
0,1.0,1.0,1.0,0.2704147696495056,2.239758014678955,0.24631716310977936,0.6833884745836258,0.16269938650306748,0.5834999999999999,-0.11215171813964853,0.02040816326530612,0.5093530386558393,0.2,120,35,lime
0,1.0,1.0,1.0,0.2711983025074005,1.464207649230957,0.2479022890329361,0.8977077789604664,0.4889979550102249,1.0,0.12199854850769043,0.02040816326530612,0.28731417655944824,0.2,120,35,shap
0,1.0,1.0,1.0,0.4037020893082829,0.11564873455608757,0.315262258626886,0.7012298464775085,0.028629856850715736,1.0,0.13848295211791994,0.02040816326530612,0.7000001072883606,0.2,120,35,l2x
0,1.0,1.0,1.0,0.2864835262298584,11.117209434509277,0.2776985168457031,0.7427247762680054,0.15222903885480574,0.5569583333333333,0.024142205715179443,0.02040816326530612,0.4887960820361197,0.2,125,35,lime
0,1.0,1.0,1.0,0.287727415561676,7.313607215881348,0.2798953950405121,0.9095233723521232,0.40507157464212684,1.0,0.26362291574478147,0.02040816326530612,0.6313738822937012,0.2,125,35,shap
0,1.0,1.0,1.0,0.41010796633159546,0.11733956867177579,0.3205601282264239,0.7046238869428635,0.0260122699386503,1.0,0.15698153972625728,0.02040816326530612,0.6846153140068054,0.2,125,35,l2x
0,1.0,1.0,1.0,0.2889561057090759,4.683667182922363,0.27733007073402405,0.6894255727529526,0.010143149284253567,0.8203333333333334,0.03473672866821287,0.02040816326530612,0.5213516398965502,0.2,130,35,lime
0,1.0,1.0,1.0,0.2900337874889374,1.1322269439697266,0.2806788980960846,0.7184243202209473,0.7523517382413087,1.0,0.33246453297906553,0.02040816326530612,0.36161595582962036,0.2,130,35,shap
0,1.0,1.0,1.0,0.4096562150562394,0.11903235255571612,0.31984753365278273,0.72392518222332,0.023149284253578723,1.0,0.1764063000679016,0.02040816326530612,0.6687499284744263,0.2,130,35,l2x
0,1.0,1.0,1.0,0.2982547879219055,3.2818703651428223,0.2849326431751251,0.6529181092977524,0.14012269938650307,0.6508749999999999,-0.029940128326416016,0.02040816326530612,0.4893179336881251,0.3,120,35,lime
0,1.0,1.0,1.0,0.29881781339645386,0.7686742544174194,0.2867600619792938,0.6820962876081467,0.6495296523517382,1.0,0.3791136210318655,0.02040816326530612,0.23569203913211823,0.3,120,35,shap
