,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer
0,1.0,1.0,1.0,0.41458219289779663,0.014412705786526203,0.3439265191555023,0.4933311402797699,0.1536880733944954,0.7208880597014925,-0.19677863121032724,0.018315018315018316,0.47737523148690386,0.5,120,39,lime
0,1.0,1.0,1.0,0.4094080924987793,0.16339172422885895,0.34026041626930237,0.7711769640445709,0.42965137614678905,1.0,0.3861341595649719,0.018315018315018316,0.35563361644744873,0.5,120,39,shap
0,1.0,1.0,1.0,0.41369052287388397,0.026942332786885147,0.3599856450899726,0.5418409466743469,0.04293577981651373,1.0,0.3654639422893524,0.018315018315018316,0.5166667699813843,0.5,120,39,l2x
0,1.0,1.0,1.0,0.44651079177856445,0.3071449398994446,0.3644452393054962,0.5161721289157868,0.0735412844036697,0.4723358208955223,-0.2576869606971741,0.018315018315018316,0.45566415084030887,0.5,125,39,lime
0,1.0,1.0,1.0,0.43920594453811646,0.28668156266212463,0.3578341603279114,0.8125171840190888,0.40256880733944955,1.0,0.19801465868949886,0.018315018315018316,0.277328759431839,0.5,125,39,shap
0,1.0,1.0,1.0,0.39513815344001213,0.12641966959729362,0.3542191946629026,0.5333196341991424,0.03280733944954126,1.0,0.20208541154861448,0.018315018315018316,0.20000071823596954,0.5,125,39,l2x
0,1.0,1.0,1.0,0.3897852599620819,0.12183578312397003,0.36322519183158875,0.5251940011978149,0.26333944954128435,0.33379850746268647,-0.18840868473052974,0.018315018315018316,0.45674371813102116,0.5,130,39,lime
0,1.0,1.0,1.0,0.38324350118637085,0.011001118458807468,0.3561812937259674,0.7578302234411239,0.9272660550458717,1.0,0.1601926922798157,0.018315018315018316,0.49090999364852905,0.5,130,39,shap
0,1.0,1.0,1.0,0.4326400015131899,0.04814917319192485,0.370275440219104,0.5436468660831452,0.03449541284403667,1.0,0.2042000651359558,0.018315018315018316,0.5600000023841858,0.5,130,39,l2x
0,1.0,1.0,1.0,0.45275625586509705,0.03009067103266716,0.31235629320144653,0.44602972865104673,0.12937388193202146,0.48072727272727267,-0.16723816394805913,0.017857142857142856,0.5979303358648231,0.2,120,40,lime
0,1.0,1.0,1.0,0.4300137460231781,0.06255801767110825,0.29361292719841003,0.7299558579921722,0.5917710196779964,1.0,0.2477709531784058,0.017857142857142856,0.5141474008560181,0.2,120,40,shap
0,1.0,1.0,1.0,0.335047372617627,0.15279511112841307,0.2904302101845681,0.5565774261951446,0.04250447227191413,1.0,0.22332030534744263,0.017857142857142856,0.36666733026504517,0.2,120,40,l2x
0,1.0,1.0,1.0,0.41091790795326233,0.0008050039177760482,0.363034188747406,0.5296794950962067,0.12085867620751342,0.3809454545454544,-0.16880763769149776,0.017857142857142856,0.45293067843087254,0.2,125,40,lime
0,1.0,1.0,1.0,0.39679116010665894,0.07485400140285492,0.34928587079048157,0.5810696601867675,0.5923434704830053,1.0,0.2158186554908752,0.017857142857142856,0.39071643352508545,0.2,125,40,shap
0,1.0,1.0,1.0,0.405770222707612,0.22274206390134538,0.340381415072317,0.45273380279541015,0.03298747763864043,1.0,0.1818001747131348,0.017857142857142856,0.4999998211860657,0.2,125,40,l2x
0,1.0,1.0,1.0,0.4064614176750183,4.5397443771362305,0.3458409905433655,0.50744549036026,0.14554561717352416,0.26079999999999987,-0.1630612730979919,0.017857142857142856,0.5388751634285991,0.2,130,40,lime
