,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer
0,1.0,1.0,1.0,0.32089728116989136,0.12325417995452881,0.24812448024749756,0.6891004532575608,0.07875894988066827,0.6230243902439024,-0.16461212038993844,0.023809523809523808,0.6061517866283654,0.3,130,30,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.9567473638802767,0.5,1.0,0.9116915879771114,0.0,0.35256168246269226,0.3,130,30,shap
0,1.0,1.0,1.0,0.42319662592580976,0.1001951526557705,0.3872362464863445,0.7794108688831329,0.03312649164677805,1.0,0.12551953792572024,0.023809523809523808,0.5999996662139893,0.3,130,30,l2x
0,1.0,1.0,1.0,0.25552693009376526,0.1403765082359314,0.21800433099269867,0.7328852027654648,0.09355608591885442,0.6537560975609755,-0.05108910799026489,0.023809523809523808,0.6397919192932304,0.5,120,30,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.927114912122488,0.5,1.0,0.6602741241455078,0.0,0.44982096552848816,0.5,120,30,shap
0,1.0,1.0,1.0,0.3510932157391305,0.09907355199521178,0.3380248199873364,0.584217655658722,0.029689737470167076,1.0,0.1458616971969604,0.023809523809523808,0.30909156799316406,0.5,120,30,l2x
0,1.0,1.0,1.0,0.30756106972694397,0.06266746670007706,0.22792507708072662,0.8162905365228653,0.026062052505966597,0.5820487804878048,-0.13427256345748906,0.023809523809523808,0.5728838076368056,0.5,125,30,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.8486818328499794,0.5,1.0,0.9466694290749729,0.0,0.46678397059440613,0.5,125,30,shap
0,1.0,1.0,1.0,0.3682888376716341,0.10356773412247829,0.35343451640605916,0.7586433470249176,0.039618138424821016,1.0,0.2695773243904114,0.023809523809523808,0.4363638162612915,0.5,125,30,l2x
0,1.0,1.0,1.0,0.24980862438678741,0.13098004460334778,0.19168710708618164,0.8777740448713303,0.023770883054892614,0.6721951219512194,0.1436037063598633,0.023809523809523808,0.6472781978659291,0.5,130,30,lime
0,1.0,1.0,1.0,0.24979504942893982,0.13108745217323303,0.19168278574943542,0.9594428770244121,0.5876849642004773,1.0,0.20982815027236934,0.023809523809523808,0.31726962327957153,0.5,130,30,shap
0,1.0,1.0,1.0,0.334721369966689,0.14074794161985468,0.3295988782073291,0.8926975086331368,0.04162291169451073,1.0,0.16965147256851199,0.023809523809523808,0.48888882994651794,0.5,130,30,l2x
0,1.0,1.0,1.0,0.6316099166870117,0.3265269696712494,0.30618971586227417,0.38207358717918394,0.025357873210633937,0.6529166666666666,0.005833923816680908,0.02040816326530612,0.5748504391073788,0.2,120,35,lime
0,1.0,1.0,1.0,0.04568116366863251,0.8503880500793457,0.025308571755886078,0.4306502461433411,0.7860122699386503,1.0,0.1903589248657227,0.02040816326530612,0.47498491406440735,0.2,120,35,shap
0,1.0,1.0,1.0,0.48757372597664894,0.009944050226683418,0.3665108060957326,0.3941383957862854,0.025194274028629848,1.0,0.17753139734268186,0.02040816326530612,0.6363635063171387,0.2,120,35,l2x
0,1.0,1.0,1.0,0.20940057933330536,0.24343807995319366,0.21307073533535004,0.838823364675045,0.08351738241308793,0.6365833333333333,0.2923883438110352,0.02040816326530612,0.5755676899705195,0.2,125,35,lime
0,1.0,1.0,1.0,0.2064974308013916,0.2872203290462494,0.21245071291923523,0.840194807946682,0.18740286298568506,1.0,0.46325903534889223,0.02040816326530612,0.2305440604686737,0.2,125,35,shap
0,1.0,1.0,1.0,0.3008214430156042,0.18987842603848626,0.2987787504734627,0.8440686196088791,0.01742331288343557,1.0,0.47067465186119084,0.02040816326530612,0.6153844594955444,0.2,125,35,l2x
0,1.0,1.0,1.0,0.32592567801475525,0.10296757519245148,0.2543748915195465,0.8183936059474946,0.13186094069529652,0.5671666666666666,0.3014702141284943,0.02040816326530612,0.6352594706503847,0.2,130,35,lime
0,1.0,1.0,1.0,0.2565915584564209,0.42801159620285034,0.28837302327156067,0.8384400933980942,0.24777096114519429,1.0,0.5524845214094967,0.02040816326530612,0.4573485553264618,0.2,130,35,shap
0,1.0,1.0,1.0,0.352319456700794,0.1483957173791047,0.34828100472073414,0.8386978216469287,0.03460122699386504,1.0,0.3189384818077088,0.02040816326530612,0.6888889670372009,0.2,130,35,l2x
0,1.0,1.0,1.0,0.2990073561668396,0.14228245615959167,0.237123504281044,0.8666554227471351,0.06748466257668712,0.5610416666666665,0.03792873620986936,0.02040816326530612,0.6269893028267987,0.3,120,35,lime
0,1.0,1.0,1.0,0.1014639362692833,0.8037407994270325,0.2029278725385666,0.907086257636547,0.4139059304703476,1.0,0.6916567370295524,0.0,0.4466679096221924,0.3,120,35,shap
0,1.0,1.0,1.0,0.34173789007302846,0.15303203719515246,0.34394685176064804,0.86375652551651,0.05652351738241308,1.0,0.1731256723403931,0.02040816326530612,0.36666691303253174,0.3,120,35,l2x
0,1.0,1.0,1.0,0.27318471670150757,0.15894614160060883,0.22501517832279205,0.8188620060682297,0.07051124744376278,0.5059166666666666,0.22686054706573489,0.02040816326530612,0.6396571074614417,0.3,125,35,lime
0,1.0,1.0,1.0,0.2731727063655853,0.15915092825889587,0.22501465678215027,0.8792029604315758,0.6072801635991819,1.0,0.44511182308197017,0.02040816326530612,0.2858934700489044,0.3,125,35,shap
0,1.0,1.0,1.0,0.33750878068869083,0.1286618765869743,0.3331839348697755,0.811500284075737,0.0768916155419223,1.0,0.4434806048870087,0.02040816326530612,0.4000008702278137,0.3,125,35,l2x
0,1.0,1.0,1.0,0.30518507957458496,0.15346384048461914,0.2555563747882843,0.7416719198226929,0.01578732106339469,0.6815,0.29490625858306885,0.02040816326530612,0.6069229922410234,0.3,130,35,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.9405648402869702,0.5,1.0,0.9214040020015091,0.0,0.21537820994853973,0.3,130,35,shap
0,1.0,1.0,1.0,0.34499411855058676,0.13477777685778283,0.34034432799869335,0.743371644616127,0.014396728016359916,1.0,0.31214697360992427,0.02040816326530612,0.42499977350234985,0.3,130,35,l2x
0,1.0,1.0,1.0,0.32532283663749695,0.07221189886331558,0.21157170832157135,0.8862946622073651,0.0332924335378323,0.663125,0.02701766490936275,0.02040816326530612,0.5263456674402601,0.5,120,35,lime
0,1.0,1.0,1.0,0.3252781629562378,0.07246863842010498,0.21156759560108185,0.9635782074183226,0.15427402862985687,1.0,0.2063497424125671,0.02040816326530612,0.5730429291725159,0.5,120,35,shap
0,1.0,1.0,1.0,0.3250221567329207,0.2282572034143684,0.3392398924257893,0.88787240087986,0.030674846625766868,1.0,0.20083225965499873,0.02040816326530612,0.5199996829032898,0.5,120,35,l2x
0,1.0,1.0,1.0,0.3210546374320984,0.08164981007575989,0.232468843460083,0.8585658669471741,0.07083844580777096,0.6569999999999999,-0.0027376770973206455,0.02040816326530612,0.4747805595505226,0.5,125,35,lime
0,1.0,1.0,1.0,0.3207559585571289,0.08365137875080109,0.23243054747581482,0.8196006953716278,0.385439672801636,1.0,0.12940076589584348,0.02040816326530612,0.27569103240966797,0.5,125,35,shap
0,1.0,1.0,1.0,0.3355090921052496,0.1703538577806987,0.3366777461471557,0.8767361998558044,0.03484662576687116,1.0,0.13184467554092405,0.02040816326530612,0.5374999642372131,0.5,125,35,l2x
0,1.0,1.0,1.0,0.2882586717605591,0.14643579721450806,0.242961585521698,0.8849501118063927,0.061840490797546,0.608,0.016034090518951438,0.02040816326530612,0.7140877367089895,0.5,130,35,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.9187981300055981,0.5,1.0,0.9300950376316905,0.0,0.3254104256629944,0.5,130,35,shap
0,1.0,1.0,1.0,0.35913041724035805,0.15429157814647193,0.3508148037002869,0.8920413799583912,0.07509202453987729,1.0,0.20406783819198604,0.02040816326530612,0.5428569316864014,0.5,130,35,l2x
0,1.0,1.0,1.0,0.2391192615032196,0.24192456901073456,0.21673624217510223,0.91273303180933,0.05423728813559323,0.535264367816092,0.01270360946655269,0.018796992481203006,0.6618240895002201,0.2,120,38,lime
0,1.0,1.0,1.0,0.23909708857536316,0.24238133430480957,0.21673347055912018,0.7995505839586258,0.030131826741996236,1.0,0.313816636800766,0.018796992481203006,0.5675247311592102,0.2,120,38,shap
0,1.0,1.0,1.0,0.34328863928849235,0.2036827945342754,0.3390189306587348,0.9084817603230476,0.03412429378531073,1.0,0.31355835199356075,0.018796992481203006,0.5714283585548401,0.2,120,38,l2x
0,1.0,1.0,1.0,0.3334522247314453,0.14353078603744507,0.26573866605758667,0.8546795055270195,0.09129943502824858,0.573992337164751,-0.03194174766540536,0.018796992481203006,0.643854961338712,0.2,125,38,lime
0,1.0,1.0,1.0,0.20776300132274628,0.34094706177711487,0.24431701004505157,0.8197535067796707,0.10497175141242938,1.0,0.4330832362174988,0.0,0.2870200276374817,0.2,125,38,shap
0,1.0,1.0,1.0,0.32637620730334904,0.18962113644901946,0.33128029466502484,0.8314512073993683,0.04060263653483993,1.0,0.23774811029434206,0.018796992481203006,0.43636366724967957,0.2,125,38,l2x
0,1.0,1.0,1.0,0.27502480149269104,0.130353182554245,0.20954975485801697,0.8821268066763878,0.05559322033898304,0.5964137931034483,0.02688885927200313,0.018796992481203006,0.5261800410125829,0.2,130,38,lime
0,1.0,1.0,1.0,0.275005042552948,0.13054826855659485,0.20954643189907074,0.7775682628154754,0.11005649717514125,1.0,0.34311774373054504,0.018796992481203006,0.5532270073890686,0.2,130,38,shap
0,1.0,1.0,1.0,0.3399461556991832,0.14862378239077242,0.3358285966637202,0.8710622325539589,0.03156308851224106,1.0,0.33068188428878786,0.018796992481203006,0.5454545617103577,0.2,130,38,l2x
0,1.0,1.0,1.0,0.28596025705337524,0.15559887886047363,0.24039265513420105,0.8538077577948571,0.04941619585687382,0.5291494252873563,-0.09386981725692745,0.018796992481203006,0.633603689109071,0.3,120,38,lime
0,1.0,1.0,1.0,0.2763136029243469,0.4143844544887543,0.25078436732292175,0.6681731313467025,0.22674199623352162,1.0,0.4278794514015317,0.018796992481203006,0.6136941313743591,0.3,120,38,shap
0,1.0,1.0,1.0,0.3465031985881325,0.12796131011540623,0.339799998023574,0.8178135111927987,0.052203389830508484,1.0,0.20666010379791255,0.018796992481203006,0.511111319065094,0.3,120,38,l2x
0,1.0,1.0,1.0,0.2561895549297333,0.12309765815734863,0.19550074636936188,0.8762826003134251,0.06342749529190209,0.5801072796934865,0.15170840024948118,0.018796992481203006,0.5452697590289459,0.3,125,38,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.9619013745337724,0.5,1.0,0.9610290866345167,0.0,0.5195304155349731,0.3,125,38,shap
0,1.0,1.0,1.0,0.3437143368066008,0.11173152535556892,0.33421835113315607,0.8713110722601414,0.028625235404896428,1.0,0.38049739599227905,0.018796992481203006,0.5500001907348633,0.3,125,38,l2x
0,1.0,1.0,1.0,0.29505592584609985,0.0942346602678299,0.2194536179304123,0.8311210185289383,0.1134463276836158,0.6371800766283525,-0.0015598177909850186,0.018796992481203006,0.5688574006435266,0.3,130,38,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.9266046930104495,0.5,1.0,0.9865989927202463,0.0,0.4723902642726898,0.3,130,38,shap
0,1.0,1.0,1.0,0.3484513860027164,0.16766217878351913,0.34198430999944107,0.7920252025127411,0.028474576271186443,1.0,0.2571106791496277,0.018796992481203006,0.48000019788742065,0.3,130,38,l2x
0,1.0,1.0,1.0,0.31537488102912903,0.1119958907365799,0.24959777295589447,0.8307573214173317,0.018983050847457626,0.6759080459770115,0.033477389812469505,0.018796992481203006,0.5330361874724614,0.5,120,38,lime
0,1.0,1.0,1.0,0.3153439164161682,0.11233299970626831,0.2495938390493393,0.7703857064247132,0.7409416195856873,1.0,0.2085513472557068,0.018796992481203006,0.40944012999534607,0.5,120,38,shap
0,1.0,1.0,1.0,0.3486350025531034,0.11090020738392876,0.34446263555146317,0.8352843806147575,0.02983050847457628,1.0,0.19650211334228518,0.018796992481203006,0.6857144832611084,0.5,120,38,l2x
0,1.0,1.0,1.0,0.17012813687324524,0.3083365857601166,0.19265960156917572,0.7994393348693848,0.07713747645951037,0.6371800766283524,0.1141078352928162,0.018796992481203006,0.5548075303163436,0.5,125,38,lime
0,1.0,1.0,1.0,0.16979318857192993,0.31542691588401794,0.19262294471263885,0.8038186401128768,0.0831638418079096,1.0,0.3723033905029297,0.018796992481203006,0.2658219635486603,0.5,125,38,shap
0,1.0,1.0,1.0,0.2911466201487662,0.29108027849493867,0.30048857847756877,0.7837812706828118,0.022900188323917138,1.0,0.3698070704936981,0.018796992481203006,0.7750002145767212,0.5,125,38,l2x
0,1.0,1.0,1.0,0.26386886835098267,0.17874063551425934,0.22685962915420532,0.8373158767819404,0.06726930320150659,0.6127203065134099,-0.007318890094757169,0.018796992481203006,0.6458904238697522,0.5,130,38,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.8571712762117386,0.5,1.0,0.881953264947515,0.0,0.6403066515922546,0.5,130,38,shap
0,1.0,1.0,1.0,0.3546188230534969,0.17031783754444987,0.346636220231197,0.8224653720855712,0.0351789077212806,1.0,0.23879619836807253,0.018796992481203006,0.48000019788742065,0.5,130,38,l2x
0,1.0,1.0,1.0,0.306100070476532,0.15303955972194672,0.25902408361434937,0.836857570707798,0.10363302752293577,0.42344029850746256,0.13453470468521123,0.018315018315018316,0.34580261948017443,0.2,120,39,lime
0,1.0,1.0,1.0,0.12546411156654358,0.700433075428009,0.24556109309196472,0.906953090429306,0.6123669724770642,1.0,0.6380660578608512,0.0,0.6658368706703186,0.2,120,39,shap
0,1.0,1.0,1.0,0.34530563193200914,0.12816161463783732,0.34002644173073393,0.8029107928276062,0.02363302752293575,1.0,0.25490671396255493,0.018315018315018316,0.599999725818634,0.2,120,39,l2x
0,1.0,1.0,1.0,0.3154780864715576,0.11515539884567261,0.22194954752922058,0.8353361070156098,0.10429357798165133,0.521231343283582,0.12643918991088865,0.018315018315018316,0.7208004784716312,0.2,125,39,lime
0,1.0,1.0,1.0,0.31540313363075256,0.11566200107336044,0.22193193435668945,0.8161837816238403,0.8180550458715595,1.0,0.274190080165863,0.018315018315018316,0.4951310157775879,0.2,125,39,shap
0,1.0,1.0,1.0,0.33038193855367404,0.4255146091743532,0.3334992995926568,0.8052112638950348,0.03662385321100915,1.0,0.2428771615028381,0.018315018315018316,0.44444429874420166,0.2,125,39,l2x
0,1.0,1.0,1.0,0.29111242294311523,0.1364218294620514,0.23242400586605072,0.8161369800567627,0.29673394495412847,0.4906716417910447,-0.019794225692749023,0.018315018315018316,0.4868528624459321,0.2,130,39,lime
0,1.0,1.0,1.0,0.2910920977592468,0.136638343334198,0.232420414686203,0.7461042165756225,0.5767339449541284,1.0,0.13178516626358028,0.018315018315018316,0.4293874502182007,0.2,130,39,shap
0,1.0,1.0,1.0,0.33982010545989333,0.11860015686498011,0.33725468265958336,0.7125967144966125,0.04711926605504584,1.0,0.13459756374359133,0.018315018315018316,0.4571426212787628,0.2,130,39,l2x
0,1.0,1.0,1.0,0.29099351167678833,0.15257281064987183,0.24489006400108337,0.8147193595767022,0.171743119266055,0.3684328358208955,0.08932739496231079,0.018315018315018316,0.45013101469575717,0.3,120,39,lime
0,1.0,1.0,1.0,0.0,1.0,0.0,0.7637336730957032,0.5,1.0,0.9650724012870342,0.0,0.631289541721344,0.3,120,39,shap
0,1.0,1.0,1.0,0.34557763302870265,0.1289610911496239,0.3388839588360353,0.7808532625436783,0.035449541284403654,1.0,0.19866507053375249,0.018315018315018316,0.4285714328289032,0.3,120,39,l2x
0,1.0,1.0,1.0,0.31363677978515625,0.10921883583068848,0.24355125427246094,0.8841413885354996,0.07611009174311925,0.5273432835820896,0.16888852119445796,0.018315018315018316,0.5590472536684686,0.3,125,39,lime
