,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer,model
0,1.0,1.0,1.0,0.23093435168266296,0.03751346841454506,0.3290642499923706,0.6087610065937042,0.00935560859188545,0.7910243902439025,-0.5037838637828826,0.023809523809523808,0.646190050203341,0.3,130,30,lime,model_2l
0,1.0,1.0,1.0,0.22887730598449707,0.35634684562683105,0.326799601316452,0.8680917344987392,0.4679713603818616,1.0,0.4032376170158386,0.023809523809523808,0.45587146282196045,0.3,130,30,shap,model_2l
0,1.0,1.0,1.0,0.26629337530125713,2.3244645105892863,0.3160510405648011,0.6063005745410919,0.04544152744630073,1.0,0.3801705956459045,0.023809523809523808,0.2000000774860382,0.3,130,30,l2x,model_2l
0,1.0,1.0,1.0,0.25255733728408813,0.002283883048221469,0.23053120076656342,0.6603825509548187,0.022720763723150367,0.7561951219512195,0.09597495496273045,0.023809523809523808,0.5356709506429211,0.3,130,30,lime,model_2l
0,1.0,1.0,1.0,0.251359760761261,0.011727359145879745,0.22983063757419586,0.9185172006487846,0.5210501193317422,1.0,0.38497520089149473,0.023809523809523808,0.7075892090797424,0.3,130,30,shap,model_2l
0,1.0,1.0,1.0,0.5029688486053026,0.0747720680705238,0.3549995755275422,0.5763810157775879,0.017279236276849665,1.0,0.29702091217041016,0.023809523809523808,0.5111106634140015,0.3,130,30,l2x,model_2l
0,1.0,1.0,1.0,1.1622906015418266e-07,0.9999991655349731,6.690604692494162e-08,0.4285950303077698,0.3167541766109785,0.6865365853658536,0.6536412715911866,0.023809523809523808,0.45255438194538894,0.3,130,30,lime,model_3l
0,1.0,1.0,1.0,2.6822089438383045e-08,0.9999998211860657,3.576278473360617e-08,0.4905617833137512,0.6228162291169451,1.0,0.9999997230230264,0.023809523809523808,0.4888053834438324,0.3,130,30,shap,model_3l
0,1.0,1.0,1.0,1.1832986151934233e-07,0.9999992388364063,1.3480819296372328e-07,0.40489873886108396,0.03073985680190932,1.0,0.9999996860927439,0.023809523809523808,0.5999998450279236,0.3,130,30,l2x,model_3l
0,1.0,1.0,1.0,1.7881393432617188e-07,0.9999986886978149,3.998400899263288e-08,0.39359787106513977,0.3735560859188544,0.7049756097560976,0.663511323928833,0.023809523809523808,0.6344529378729971,0.3,130,30,lime,model_3l
0,1.0,0.75,1.0,5.364417887676609e-08,0.9999995231628418,3.345302346247081e-08,0.8104102607816458,0.560763723150358,1.0,0.9999998005765519,0.023809523809523808,0.2736314833164215,0.3,130,30,shap,model_3l
0,1.0,1.0,1.0,3.018967348403234e-07,0.9999993724382401,1.5807365258097008e-07,0.5207275986671448,0.07045346062052507,1.0,0.9999997304090357,0.023809523809523808,0.5333332419395447,0.3,130,30,l2x,model_3l
0,1.0,1.0,1.0,1.5199184133507515e-07,0.9999988675117493,3.576278473360617e-08,0.4088716387748718,0.316945107398568,0.5615609756097559,0.634761506319046,0.023809523809523808,0.3982074225543797,0.3,130,30,lime,model_3l
0,1.0,1.0,1.0,2.6822089438383045e-08,0.9999998211860657,3.576278473360617e-08,0.6155452132225037,0.6472553699284009,1.0,0.9999997064043867,0.023809523809523808,0.6916942596435547,0.3,130,30,shap,model_3l
0,1.0,1.0,1.0,9.746732506921152e-08,0.9999996281444907,9.299282390132139e-08,0.492696076631546,0.05002386634844867,1.0,0.9999996879392399,0.023809523809523808,0.383333295583725,0.3,130,30,l2x,model_3l
0,1.0,1.0,1.0,1.0728835775353218e-07,0.9999991655349731,7.263456325290463e-08,0.46704832911491395,0.19646778042959429,0.780780487804878,0.638317322731018,0.023809523809523808,0.6124466450562309,0.3,130,30,lime,model_3l
0,1.0,1.0,1.0,2.6822089438383045e-08,0.9999998211860657,3.576278473360617e-08,0.6543910827487707,0.5493556085918854,1.0,0.9999997433346763,0.023809523809523808,0.4865194857120514,0.3,130,30,shap,model_3l
0,1.0,1.0,1.0,1.0579688378697937e-07,0.9999900768517265,1.6039618525609576e-07,0.540982973575592,0.027589498806682582,1.0,0.999999608539224,0.023809523809523808,0.48888882994651794,0.3,130,30,l2x,model_3l
0,1.0,1.0,1.0,1.341104507446289e-07,0.999998927116394,2.8272964414099988e-08,0.3845545291900635,0.2759904534606205,0.6762926829268292,0.6297166585922241,0.023809523809523808,0.47776693775855217,0.3,130,30,lime,model_3l
0,1.0,1.0,1.0,1.7881394143159923e-08,1.0,2.1900143920561277e-08,0.7577820781618356,0.6557517899761336,1.0,0.9999996768601903,0.023809523809523808,0.5705374479293823,0.3,130,30,shap,model_3l
0,1.0,1.0,1.0,1.1697256641108748e-07,0.9999814521467172,7.884296290739226e-08,0.3050169587135315,0.035226730310262536,1.0,0.9999996251578296,0.023809523809523808,0.5999991297721863,0.3,130,30,l2x,model_3l
0,1.0,1.0,1.0,0.44800934195518494,0.051845353096723557,0.3502218723297119,0.45773971676826475,0.007637231503579955,0.8012682926829269,-2.345174491405487,0.023809523809523808,0.5037398463607428,0.3,130,30,lime,model_4l
0,1.0,1.0,1.0,0.42923974990844727,0.17263314127922058,0.33615219593048096,0.7557966113090515,0.43551312649164675,1.0,0.36299138069152836,0.023809523809523808,0.5239908695220947,0.3,130,30,shap,model_4l
0,1.0,1.0,1.0,0.4868660259138302,0.062383826845537935,0.40901015276965363,0.5465160369873047,0.033794749403341304,1.0,0.2557755827903747,0.023809523809523808,0.3142860233783722,0.3,130,30,l2x,model_4l
0,1.0,1.0,1.0,0.5821481347084045,0.09912708401679993,0.392093688249588,0.4263997197151184,0.10801909307875894,0.8422439024390244,-4.881348004937172,0.023809523809523808,0.5674524274999014,0.3,130,30,lime,model_4l
0,1.0,1.0,1.0,0.5511289834976196,0.2438703328371048,0.37320056557655334,0.7506775408983231,0.406109785202864,1.0,0.315046364068985,0.023809523809523808,0.3719004690647125,0.3,130,30,shap,model_4l
0,1.0,1.0,1.0,0.6322700425941259,0.1079312954239928,0.3952515918860433,0.5700680017471313,0.03293556085918854,1.0,0.27662896513938906,0.023809523809523808,0.46666744351387024,0.3,130,30,l2x,model_4l
0,1.0,1.0,1.0,0.315674364566803,0.021131712943315506,0.3328995704650879,0.5395299792289734,0.027828162291169457,0.7213658536585366,-1.880631110072136,0.023809523809523808,0.4758307870964903,0.3,130,30,lime,model_4l
0,1.0,1.0,1.0,0.2998846471309662,0.11449815332889557,0.31964194774627686,0.7545331925153732,0.46673031026252987,1.0,0.3643451809883118,0.023809523809523808,0.555783748626709,0.3,130,30,shap,model_4l
0,1.0,1.0,1.0,0.29609607610213606,2.1506054750049666,0.2988227718002131,0.6039501667022705,0.0424821002386635,1.0,0.30403358340263364,0.023809523809523808,0.5384616255760193,0.3,130,30,l2x,model_4l
0,1.0,1.0,1.0,0.2426246702671051,0.10988273471593857,0.344652384519577,0.5331214547157288,0.024693715194908525,0.8360975609756098,-1.6430550038814546,0.023809523809523808,0.5752519754179343,0.3,130,30,lime,model_4l
0,1.0,1.0,1.0,0.22968754172325134,0.25990891456604004,0.32953280210494995,0.7101786673069,0.44897374701670645,1.0,0.4253117203712463,0.023809523809523808,0.3595295548439026,0.3,130,30,shap,model_4l
0,1.0,1.0,1.0,0.25491977660181303,0.7415941098392433,0.3140514771269787,0.6444862961769104,0.05670644391408115,1.0,0.38419479727745054,0.023809523809523808,0.3714287579059601,0.3,130,30,l2x,model_4l
0,1.0,1.0,1.0,0.2907317578792572,0.00913538970053196,0.24257731437683105,0.5833149135112763,0.06787589498806683,0.7930731707317072,-0.16510194540023804,0.023809523809523808,0.5932209503790885,0.3,130,30,lime,model_4l
0,1.0,1.0,1.0,0.2802921533584595,0.06502559036016464,0.23676294088363647,0.7628345012664794,0.43675417661097854,1.0,0.2898833990097046,0.023809523809523808,0.4406251907348633,0.3,130,30,shap,model_4l
0,1.0,1.0,1.0,0.4487051586171324,0.08674262367310123,0.3636676888547322,0.6362165153026581,0.06634844868735083,1.0,0.2862447381019593,0.023809523809523808,0.6285712122917175,0.3,130,30,l2x,model_4l
