,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer,model
0,1.0,1.0,1.0,1.1906027793884277e-05,0.9998828172683716,5.757905796599516e-07,0.3548754096031189,0.18715563506261185,0.8879999999999999,0.608320665359497,0.017857142857142856,0.6022019231149236,0.2,125,40,lime,model_1l
0,1.0,1.0,1.0,5.270540896162856e-06,0.9999481439590454,1.6484590332765947e-06,0.985826181434095,0.6695527728085867,1.0,0.9999929459336272,0.017857142857142856,0.6150583624839783,0.2,125,40,shap,model_1l
0,1.0,1.0,1.0,1.710772840844072e-05,0.999620387027441,1.4904691499140548e-05,0.40298912525177,0.02976744186046513,1.0,0.9999905360463345,0.017857142857142856,0.266666978597641,0.2,125,40,l2x,model_1l
0,1.0,1.0,1.0,1.2265145414858125e-05,0.9998792409896851,2.800625793497602e-07,0.39065791964530944,0.14783542039355993,0.8778181818181819,0.6290335237979889,0.017857142857142856,0.5083680825720882,0.2,125,40,lime,model_1l
0,1.0,1.0,1.0,5.979835805192124e-06,0.9999410510063171,2.614973197978543e-07,0.9857942687347532,0.6744186046511628,1.0,0.9999948129312998,0.017857142857142856,0.31334519386291504,0.2,125,40,shap,model_1l
0,1.0,1.0,1.0,6.707553207156991e-05,0.9998845470064666,3.483973035608872e-05,0.4278647661209106,0.05631484794275493,1.0,0.9999926789751044,0.017857142857142856,0.4181816577911377,0.2,125,40,l2x,model_1l
0,1.0,1.0,1.0,1.1907517546205781e-05,0.9998828172683716,5.977279329272278e-07,0.48095351457595825,0.22701252236135963,0.8289454545454547,0.5886649131774903,0.017857142857142856,0.5437768524700909,0.2,125,40,lime,model_1l
0,1.0,1.0,1.0,6.033480076439446e-06,0.9999405741691589,1.8038409166365454e-07,0.986481710895896,0.6690518783542039,1.0,0.9999937952087748,0.017857142857142856,0.4329764246940613,0.2,125,40,shap,model_1l
0,1.0,1.0,1.0,5.759047845975201e-06,0.9997766327114956,4.105497426274074e-06,0.4572206139564514,0.018676207513416823,1.0,0.9999893463223998,0.017857142857142856,0.5333333611488342,0.2,125,40,l2x,model_1l
0,1.0,1.0,1.0,1.0858476343855727e-05,0.999893069267273,1.3138024996806053e-06,0.398960542678833,0.3999284436493739,0.8635636363636363,0.6098209142684936,0.017857142857142856,0.31441375616996514,0.2,125,40,lime,model_1l
