,RMSE_val,RMSE_test,R2_test,Score_test,alpha,rul_piecewise,sequence_length,model
0,17.09152000707789,17.893900940513742,0.7956179777781168,3529.8872322509983,0.2,125,39,model_1l
1,15.166618151464872,17.03104942674417,0.7956179777781168,3529.8872322509983,0.2,125,39,model_1l
2,14.682310315684473,22.85749421079276,0.7956179777781168,3529.8872322509983,0.2,125,39,model_1l
3,14.095311655616037,14.095312196827805,0.892454206943512,1075.6045866617746,0.2,125,39,model_2l
4,14.042895405754225,14.042895323131189,0.8932526111602783,1049.7111109430343,0.2,125,39,model_3l
5,14.087533599082326,14.087533829870399,0.8925728797912598,859.1372384811511,0.2,125,39,model_4l
