,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,Verm_stability,fidelity,sparsity,instability,alpha,upper,sequence_length,explainer,model
0,1.0,1.0,1.0,0.26563966274261475,4.79585599899292,0.2638290226459503,0.6979903966188431,0.05160075329566856,0.7554022988505746,-0.4639719486236573,0.018796992481203006,0.5900151486622024,0.2,130,38,lime,model_1l
0,1.0,1.0,1.0,0.26810768246650696,5.385965824127197,0.2672698199748993,0.8383187189698219,0.9131450094161959,1.0,0.2564743459224701,0.018796992481203006,0.3819335401058197,0.2,130,38,shap,model_1l
0,1.0,1.0,1.0,0.3717657072468835,2.568998847994481,0.33082010025451664,0.5774961769580841,0.04587570621468927,1.0,0.14168284535408016,0.018796992481203006,0.5888888239860535,0.2,130,38,l2x,model_1l
0,1.0,1.0,1.0,0.18317106366157532,2.4718971252441406,0.2814195454120636,0.6211952924728393,0.061242937853107346,0.7309425287356321,-0.3282724380493165,0.018796992481203006,0.5967545874971925,0.2,130,38,lime,model_1l
0,1.0,1.0,1.0,0.18373313546180725,2.3316192626953125,0.28480708599090576,0.8477720871567727,0.8702824858757063,1.0,0.32312222719192507,0.018796992481203006,0.24322718381881714,0.2,130,38,shap,model_1l
0,1.0,1.0,1.0,0.3474059045261801,0.1493822658214104,0.3185876985696867,0.6967196255922318,0.040979284369114896,1.0,0.23022790551185612,0.018796992481203006,0.4888891577720642,0.2,130,38,l2x,model_1l
0,1.0,1.0,1.0,0.43931540846824646,4.358418941497803,0.3211182951927185,0.614811560511589,0.09182674199623352,0.739095785440613,-1.1592408418655396,0.018796992481203006,0.44186536377791424,0.2,130,38,lime,model_1l
0,1.0,1.0,1.0,0.4427729547023773,4.201578140258789,0.325414776802063,0.812108400464058,0.8873822975517891,1.0,-0.06387005448341365,0.018796992481203006,0.6352773308753967,0.2,130,38,shap,model_1l
0,1.0,1.0,1.0,0.5855511919369286,0.6359430449476623,0.41170834164700115,0.5824909389019013,0.03653483992467045,1.0,-0.11089324951171875,0.018796992481203006,0.43333348631858826,0.2,130,38,l2x,model_1l
0,1.0,1.0,1.0,0.25925591588020325,1.889749526977539,0.26074886322021484,0.6213561534881592,0.2943879472693032,0.7125977011494252,-0.4585743546485901,0.018796992481203006,0.7294071644002403,0.2,130,38,lime,model_1l
0,1.0,1.0,1.0,0.2624407410621643,1.7870798110961914,0.2628515362739563,0.8577931150794029,0.9127683615819209,1.0,0.269478565454483,0.018796992481203006,0.5122901797294617,0.2,130,38,shap,model_1l
0,1.0,1.0,1.0,0.43057922659187176,0.595576262716874,0.30863742921757953,0.6915336787700653,0.03932203389830509,1.0,0.18056626915931706,0.018796992481203006,0.2909087538719177,0.2,130,38,l2x,model_1l
0,1.0,1.0,1.0,0.24077892303466797,3.545180559158325,0.2872951030731201,0.6956184655427933,0.025084745762711864,0.7900536398467433,-1.0562475085258485,0.018796992481203006,0.3375929547751264,0.2,130,38,lime,model_1l
0,1.0,1.0,1.0,0.24225349724292755,3.9673049449920654,0.2911074757575989,0.8153904110193253,0.7819209039548023,1.0,-0.11010814905166622,0.018796992481203006,0.5366466045379639,0.2,130,38,shap,model_1l
0,1.0,1.0,1.0,0.37974577648437124,0.11229990933908376,0.4280474892752519,0.6733281373977661,0.07427495291902073,1.0,-0.09646453261375432,0.018796992481203006,0.7142858505249023,0.2,130,38,l2x,model_1l
